Artist,Song,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
Pretty Lights,Finally Moving,3WS7spXVlbeC5kjePmHMQW,0.735,0.555,1.0,-8.84,0.0,0.0366,0.382,0.856,0.0952,0.523,100.01,audio_features,spotify:track:3WS7spXVlbeC5kjePmHMQW,https://api.spotify.com/v1/tracks/3WS7spXVlbeC5kjePmHMQW,https://api.spotify.com/v1/audio-analysis/3WS7spXVlbeC5kjePmHMQW,277975.0,4.0
Chrome Sparks,Marijuana,1RiuVQWyC7g7tL3niYzHKP,0.697,0.655,1.0,-9.781,0.0,0.15,0.0626,0.774,0.353,0.415,86.969,audio_features,spotify:track:1RiuVQWyC7g7tL3niYzHKP,https://api.spotify.com/v1/tracks/1RiuVQWyC7g7tL3niYzHKP,https://api.spotify.com/v1/audio-analysis/1RiuVQWyC7g7tL3niYzHKP,181149.0,4.0
AURORA,Warrior,1Qs0xPeUj838ir2iHXhkdl,0.365,0.577,7.0,-5.499,1.0,0.0494,0.00464,0.111,0.0905,0.2,97.465,audio_features,spotify:track:1Qs0xPeUj838ir2iHXhkdl,https://api.spotify.com/v1/tracks/1Qs0xPeUj838ir2iHXhkdl,https://api.spotify.com/v1/audio-analysis/1Qs0xPeUj838ir2iHXhkdl,223040.0,3.0
AURORA,Lucky,1XZU7d9vFvZLmiC8sfgbN1,0.54,0.449,0.0,-9.297,1.0,0.0432,0.145,0.000954,0.116,0.121,143.853,audio_features,spotify:track:1XZU7d9vFvZLmiC8sfgbN1,https://api.spotify.com/v1/tracks/1XZU7d9vFvZLmiC8sfgbN1,https://api.spotify.com/v1/audio-analysis/1XZU7d9vFvZLmiC8sfgbN1,253453.0,4.0
AURORA,Winter Bird,459c1c6qH034JihBdZeGBj,0.301,0.492,5.0,-8.307,0.0,0.0483,0.011,0.0454,0.172,0.138,142.677,audio_features,spotify:track:459c1c6qH034JihBdZeGBj,https://api.spotify.com/v1/tracks/459c1c6qH034JihBdZeGBj,https://api.spotify.com/v1/audio-analysis/459c1c6qH034JihBdZeGBj,244147.0,4.0
Suzanne Vega,Luka,6OtKL4zUA9WazCB7P03d6N,0.55,0.226,6.0,-10.429,1.0,0.038,0.863,1.67e-06,0.112,0.723,93.076,audio_features,spotify:track:6OtKL4zUA9WazCB7P03d6N,https://api.spotify.com/v1/tracks/6OtKL4zUA9WazCB7P03d6N,https://api.spotify.com/v1/audio-analysis/6OtKL4zUA9WazCB7P03d6N,192973.0,3.0
AURORA,I Went Too Far,1txis44unhqmB8DW24SOOz,0.539,0.58,5.0,-6.842,1.0,0.0401,0.0488,1.44e-05,0.0942,0.0767,115.964,audio_features,spotify:track:1txis44unhqmB8DW24SOOz,https://api.spotify.com/v1/tracks/1txis44unhqmB8DW24SOOz,https://api.spotify.com/v1/audio-analysis/1txis44unhqmB8DW24SOOz,207853.0,4.0
Nick Cave & The Bad Seeds,O Children,0bzZwA8pL8U8ERddgcwxWP,0.486,0.555,4.0,-7.064,0.0,0.0325,0.51,0.00202,0.0534,0.23,121.5,audio_features,spotify:track:0bzZwA8pL8U8ERddgcwxWP,https://api.spotify.com/v1/tracks/0bzZwA8pL8U8ERddgcwxWP,https://api.spotify.com/v1/audio-analysis/0bzZwA8pL8U8ERddgcwxWP,410000.0,4.0
Nick Cave & The Bad Seeds,The Weeping Song,4EJMcb2uszweuVknubh7GV,0.416,0.723,7.0,-9.793,0.0,0.136,0.204,4.89e-06,0.116,0.719,170.3,audio_features,spotify:track:4EJMcb2uszweuVknubh7GV,https://api.spotify.com/v1/tracks/4EJMcb2uszweuVknubh7GV,https://api.spotify.com/v1/audio-analysis/4EJMcb2uszweuVknubh7GV,265147.0,4.0
Nick Cave & The Bad Seeds,The Ship Song,0aEjy8nRopYMmDsPnJSvKw,0.318,0.412,7.0,-10.364,1.0,0.0303,0.271,0.0,0.0959,0.125,142.287,audio_features,spotify:track:0aEjy8nRopYMmDsPnJSvKw,https://api.spotify.com/v1/tracks/0aEjy8nRopYMmDsPnJSvKw,https://api.spotify.com/v1/audio-analysis/0aEjy8nRopYMmDsPnJSvKw,314147.0,4.0
Massive Attack,Teardrop,67Hna13dNDkZvBpTXRIaOJ,0.615,0.419,11.0,-8.8,0.0,0.0395,0.0173,0.497,0.135,0.216,76.997,audio_features,spotify:track:67Hna13dNDkZvBpTXRIaOJ,https://api.spotify.com/v1/tracks/67Hna13dNDkZvBpTXRIaOJ,https://api.spotify.com/v1/audio-analysis/67Hna13dNDkZvBpTXRIaOJ,330773.0,4.0
Massive Attack,Paradise Circus,2BndJYJQ17UcEeUFJP5JmY,0.81,0.591,8.0,-13.385,1.0,0.0638,0.414,0.799,0.072,0.297,136.028,audio_features,spotify:track:2BndJYJQ17UcEeUFJP5JmY,https://api.spotify.com/v1/tracks/2BndJYJQ17UcEeUFJP5JmY,https://api.spotify.com/v1/audio-analysis/2BndJYJQ17UcEeUFJP5JmY,297775.0,4.0
Fiona Apple,I Know,0uhYgQQ6WX9rCONnum7Fmw,0.324,0.211,0.0,-14.223,1.0,0.0287,0.944,0.0031,0.118,0.199,146.367,audio_features,spotify:track:0uhYgQQ6WX9rCONnum7Fmw,https://api.spotify.com/v1/tracks/0uhYgQQ6WX9rCONnum7Fmw,https://api.spotify.com/v1/audio-analysis/0uhYgQQ6WX9rCONnum7Fmw,295133.0,3.0
Mogwai,Take Me Somewhere Nice,1ZBkR2W1rHhoKJIWbcfaaD,0.489,0.56,2.0,-8.801,1.0,0.0293,0.395,0.339,0.15,0.0727,124.264,audio_features,spotify:track:1ZBkR2W1rHhoKJIWbcfaaD,https://api.spotify.com/v1/tracks/1ZBkR2W1rHhoKJIWbcfaaD,https://api.spotify.com/v1/audio-analysis/1ZBkR2W1rHhoKJIWbcfaaD,417227.0,3.0
Benjamin Francis Leftwich,Atlas Hands,4yTLzGr4hPiNWR8L88wTo6,0.624,0.312,6.0,-11.833,1.0,0.03,0.897,0.00182,0.0618,0.486,82.538,audio_features,spotify:track:4yTLzGr4hPiNWR8L88wTo6,https://api.spotify.com/v1/tracks/4yTLzGr4hPiNWR8L88wTo6,https://api.spotify.com/v1/audio-analysis/4yTLzGr4hPiNWR8L88wTo6,173093.0,4.0
Wildlight,Twirl Me (feat. The Polish Ambassador & Ayla Nereo),04Z5ufkIWALDfaNcB3DjGg,0.605,0.527,0.0,-7.498,1.0,0.0441,0.0221,0.000102,0.17,0.184,80.013,audio_features,spotify:track:04Z5ufkIWALDfaNcB3DjGg,https://api.spotify.com/v1/tracks/04Z5ufkIWALDfaNcB3DjGg,https://api.spotify.com/v1/audio-analysis/04Z5ufkIWALDfaNcB3DjGg,337033.0,4.0
Bob Moses,All I Want,4QZMKHDIC8gxnWxw6fbeQW,0.692,0.51,8.0,-11.509,1.0,0.0342,0.0477,0.706,0.121,0.349,116.001,audio_features,spotify:track:4QZMKHDIC8gxnWxw6fbeQW,https://api.spotify.com/v1/tracks/4QZMKHDIC8gxnWxw6fbeQW,https://api.spotify.com/v1/audio-analysis/4QZMKHDIC8gxnWxw6fbeQW,468114.0,4.0
Mazzy Star,Look On Down From The Bridge,010ALbbh5KlQ4fKWgSdhRd,0.37,0.0772,0.0,-19.322,1.0,0.0414,0.642,0.69,0.112,0.0954,119.942,audio_features,spotify:track:010ALbbh5KlQ4fKWgSdhRd,https://api.spotify.com/v1/tracks/010ALbbh5KlQ4fKWgSdhRd,https://api.spotify.com/v1/audio-analysis/010ALbbh5KlQ4fKWgSdhRd,287893.0,4.0
Jon Hopkins,Candles,2ohFLRvvw1z5PVtacRdtU3,0.298,0.148,3.0,-26.245,0.0,0.0438,0.868,0.843,0.11,0.0603,108.658,audio_features,spotify:track:2ohFLRvvw1z5PVtacRdtU3,https://api.spotify.com/v1/tracks/2ohFLRvvw1z5PVtacRdtU3,https://api.spotify.com/v1/audio-analysis/2ohFLRvvw1z5PVtacRdtU3,148547.0,4.0
DARKSIDE,Paper Trails,4mhfCJJiCJoe1ZPLjvY7TX,0.952,0.435,8.0,-13.601,0.0,0.072,0.764,0.899,0.131,0.271,113.243,audio_features,spotify:track:4mhfCJJiCJoe1ZPLjvY7TX,https://api.spotify.com/v1/tracks/4mhfCJJiCJoe1ZPLjvY7TX,https://api.spotify.com/v1/audio-analysis/4mhfCJJiCJoe1ZPLjvY7TX,289841.0,4.0
Damien Jurado,Ohio,6SmE9wZpJoXpyUecqjnWS5,0.382,0.194,4.0,-16.718,1.0,0.0347,0.913,0.0737,0.136,0.459,102.287,audio_features,spotify:track:6SmE9wZpJoXpyUecqjnWS5,https://api.spotify.com/v1/tracks/6SmE9wZpJoXpyUecqjnWS5,https://api.spotify.com/v1/audio-analysis/6SmE9wZpJoXpyUecqjnWS5,221600.0,4.0
Jarryd James,Do You Remember,5V53dAjgNInfXNlz2cryvd,0.669,0.302,1.0,-10.896,0.0,0.0674,0.198,0.000345,0.115,0.299,71.988,audio_features,spotify:track:5V53dAjgNInfXNlz2cryvd,https://api.spotify.com/v1/tracks/5V53dAjgNInfXNlz2cryvd,https://api.spotify.com/v1/audio-analysis/5V53dAjgNInfXNlz2cryvd,234866.0,4.0
Lyla Foy,Impossible,6hWT56Jas2g7B0Fvh8BThh,0.719,0.46,0.0,-9.805,1.0,0.0337,0.589,0.308,0.113,0.35,118.302,audio_features,spotify:track:6hWT56Jas2g7B0Fvh8BThh,https://api.spotify.com/v1/tracks/6hWT56Jas2g7B0Fvh8BThh,https://api.spotify.com/v1/audio-analysis/6hWT56Jas2g7B0Fvh8BThh,235072.0,4.0
Görkem Han,Ocean,6HefMjw11JYeXEBWkWdOgC,0.541,0.646,11.0,-9.875,1.0,0.0401,0.0268,0.767,0.0923,0.186,80.048,audio_features,spotify:track:6HefMjw11JYeXEBWkWdOgC,https://api.spotify.com/v1/tracks/6HefMjw11JYeXEBWkWdOgC,https://api.spotify.com/v1/audio-analysis/6HefMjw11JYeXEBWkWdOgC,363076.0,4.0
Little People,Moon,6QLp8WLQlkqSd9l5fEt36R,0.714,0.528,6.0,-10.223,1.0,0.0365,0.345,0.851,0.109,0.721,151.499,audio_features,spotify:track:6QLp8WLQlkqSd9l5fEt36R,https://api.spotify.com/v1/tracks/6QLp8WLQlkqSd9l5fEt36R,https://api.spotify.com/v1/audio-analysis/6QLp8WLQlkqSd9l5fEt36R,227867.0,4.0
Helios,Nothing It Can,4YEKwC3ipNg9LdR02OL8h2,0.181,0.245,1.0,-12.333,1.0,0.0389,0.779,0.899,0.0681,0.0366,109.007,audio_features,spotify:track:4YEKwC3ipNg9LdR02OL8h2,https://api.spotify.com/v1/tracks/4YEKwC3ipNg9LdR02OL8h2,https://api.spotify.com/v1/audio-analysis/4YEKwC3ipNg9LdR02OL8h2,287521.0,4.0
Brika,Expectations,6UCyheS6PZ3GEn2JE2wfGf,0.748,0.207,5.0,-10.329,0.0,0.317,0.552,0.0,0.174,0.562,76.949,audio_features,spotify:track:6UCyheS6PZ3GEn2JE2wfGf,https://api.spotify.com/v1/tracks/6UCyheS6PZ3GEn2JE2wfGf,https://api.spotify.com/v1/audio-analysis/6UCyheS6PZ3GEn2JE2wfGf,188240.0,4.0
Kim Churchill,Window to the Sky,6jAyxL48SmPElMhu2dl0cg,0.717,0.856,2.0,-6.238,1.0,0.0861,0.304,0.00222,0.0771,0.604,110.884,audio_features,spotify:track:6jAyxL48SmPElMhu2dl0cg,https://api.spotify.com/v1/tracks/6jAyxL48SmPElMhu2dl0cg,https://api.spotify.com/v1/audio-analysis/6jAyxL48SmPElMhu2dl0cg,248733.0,4.0
Elliott Smith,Sweet Adeline,4BmPfxVAZSJCiwqfsuLuJG,0.551,0.271,7.0,-11.694,0.0,0.0268,0.651,0.45,0.0915,0.285,144.129,audio_features,spotify:track:4BmPfxVAZSJCiwqfsuLuJG,https://api.spotify.com/v1/tracks/4BmPfxVAZSJCiwqfsuLuJG,https://api.spotify.com/v1/audio-analysis/4BmPfxVAZSJCiwqfsuLuJG,195893.0,4.0
Vök,Before,3WmIl0voWg6IDHNuQkrPCR,0.702,0.524,0.0,-9.581,0.0,0.028,0.445,0.000466,0.0978,0.319,104.982,audio_features,spotify:track:3WmIl0voWg6IDHNuQkrPCR,https://api.spotify.com/v1/tracks/3WmIl0voWg6IDHNuQkrPCR,https://api.spotify.com/v1/audio-analysis/3WmIl0voWg6IDHNuQkrPCR,203227.0,4.0
Soesja Citroen,Shall We Dance,3aAybsnwbtLnZT6c6lbYya,0.626,0.068,2.0,-17.342,1.0,0.0536,0.762,0.0114,0.0853,0.3,124.567,audio_features,spotify:track:3aAybsnwbtLnZT6c6lbYya,https://api.spotify.com/v1/tracks/3aAybsnwbtLnZT6c6lbYya,https://api.spotify.com/v1/audio-analysis/3aAybsnwbtLnZT6c6lbYya,245960.0,4.0
Room Eleven,Sad Song,0sdVLFLcbH06eFB2FFVQsX,0.63,0.256,6.0,-12.652,0.0,0.0425,0.445,3.73e-05,0.0974,0.285,132.287,audio_features,spotify:track:0sdVLFLcbH06eFB2FFVQsX,https://api.spotify.com/v1/tracks/0sdVLFLcbH06eFB2FFVQsX,https://api.spotify.com/v1/audio-analysis/0sdVLFLcbH06eFB2FFVQsX,232627.0,4.0
Alanis Morissette,Head over Feet - Live / Unplugged,0HxDXAUayBZXU8ZaWdBKyc,0.421,0.734,0.0,-8.692,1.0,0.0511,0.0688,0.0,0.974,0.34,168.772,audio_features,spotify:track:0HxDXAUayBZXU8ZaWdBKyc,https://api.spotify.com/v1/tracks/0HxDXAUayBZXU8ZaWdBKyc,https://api.spotify.com/v1/audio-analysis/0HxDXAUayBZXU8ZaWdBKyc,262560.0,4.0
R.E.M.,Aftermath,4SJVmSB5PqxtHz4bUySzcK,0.601,0.736,5.0,-6.417,1.0,0.0261,0.0703,2.6e-05,0.109,0.703,111.92,audio_features,spotify:track:4SJVmSB5PqxtHz4bUySzcK,https://api.spotify.com/v1/tracks/4SJVmSB5PqxtHz4bUySzcK,https://api.spotify.com/v1/audio-analysis/4SJVmSB5PqxtHz4bUySzcK,232920.0,4.0
Eddie Vedder,Long Nights,4CwcvWeCi2rFcLPIJCOwXw,0.461,0.31,5.0,-13.052,1.0,0.0306,0.683,0.00331,0.168,0.0956,109.133,audio_features,spotify:track:4CwcvWeCi2rFcLPIJCOwXw,https://api.spotify.com/v1/tracks/4CwcvWeCi2rFcLPIJCOwXw,https://api.spotify.com/v1/audio-analysis/4CwcvWeCi2rFcLPIJCOwXw,151773.0,4.0
Peter Kruder,High Noon,2Dk5PNGZiT83jnXKQBLqTa,0.802,0.726,8.0,-9.975,0.0,0.0663,0.0815,0.73,0.118,0.882,100.896,audio_features,spotify:track:2Dk5PNGZiT83jnXKQBLqTa,https://api.spotify.com/v1/tracks/2Dk5PNGZiT83jnXKQBLqTa,https://api.spotify.com/v1/audio-analysis/2Dk5PNGZiT83jnXKQBLqTa,373387.0,4.0
Tosca,Boss on the Boat,1yfrdGxbbEpDWB3luUhxqt,0.764,0.666,2.0,-6.944,1.0,0.0851,0.0117,0.828,0.151,0.665,99.99,audio_features,spotify:track:1yfrdGxbbEpDWB3luUhxqt,https://api.spotify.com/v1/tracks/1yfrdGxbbEpDWB3luUhxqt,https://api.spotify.com/v1/audio-analysis/1yfrdGxbbEpDWB3luUhxqt,363333.0,4.0
Ronny Jordan,A Brighter Day,0KVG8XyYqp6nymh7rdDsmV,0.518,0.637,9.0,-8.304,0.0,0.032,0.612,0.00495,0.12,0.507,171.829,audio_features,spotify:track:0KVG8XyYqp6nymh7rdDsmV,https://api.spotify.com/v1/tracks/0KVG8XyYqp6nymh7rdDsmV,https://api.spotify.com/v1/audio-analysis/0KVG8XyYqp6nymh7rdDsmV,343067.0,4.0
Ronny Jordan,(The Theme From) Underworld,5U1KqZslhFio3AoRUOxCmJ,0.787,0.202,4.0,-9.88,0.0,0.0632,0.237,0.874,0.086,0.18,93.82,audio_features,spotify:track:5U1KqZslhFio3AoRUOxCmJ,https://api.spotify.com/v1/tracks/5U1KqZslhFio3AoRUOxCmJ,https://api.spotify.com/v1/audio-analysis/5U1KqZslhFio3AoRUOxCmJ,316467.0,4.0
The Peter Malick Group,New York City - DJ Strobe Brooklyn Broken Beat Remix,1bjhlHjYLqVRAz79K7vRfl,0.771,0.581,0.0,-10.315,1.0,0.0474,0.0457,0.00153,0.0644,0.814,95.968,audio_features,spotify:track:1bjhlHjYLqVRAz79K7vRfl,https://api.spotify.com/v1/tracks/1bjhlHjYLqVRAz79K7vRfl,https://api.spotify.com/v1/audio-analysis/1bjhlHjYLqVRAz79K7vRfl,245213.0,4.0
The Peter Malick Group,Deceptively Yours - DJ Strobe 7 Below Zero Remix,1y5Oft6hjMImtGC0KhJcTh,0.62,0.424,5.0,-12.471,0.0,0.0285,0.292,0.00205,0.179,0.343,111.428,audio_features,spotify:track:1y5Oft6hjMImtGC0KhJcTh,https://api.spotify.com/v1/tracks/1y5Oft6hjMImtGC0KhJcTh,https://api.spotify.com/v1/audio-analysis/1y5Oft6hjMImtGC0KhJcTh,265853.0,4.0
Bebel Gilberto,Samba da Bencao,6FR2Rh8tqSaHMTuAa3iML7,0.662,0.497,6.0,-9.73,1.0,0.0326,0.174,0.000233,0.105,0.544,80.843,audio_features,spotify:track:6FR2Rh8tqSaHMTuAa3iML7,https://api.spotify.com/v1/tracks/6FR2Rh8tqSaHMTuAa3iML7,https://api.spotify.com/v1/audio-analysis/6FR2Rh8tqSaHMTuAa3iML7,287267.0,4.0
Bebel Gilberto,Aganjú - Latin Project Mix,1AzdtqjIVvaGd8c8kKk9ia,0.766,0.873,10.0,-5.783,0.0,0.0425,0.0292,0.0773,0.125,0.683,100.002,audio_features,spotify:track:1AzdtqjIVvaGd8c8kKk9ia,https://api.spotify.com/v1/tracks/1AzdtqjIVvaGd8c8kKk9ia,https://api.spotify.com/v1/audio-analysis/1AzdtqjIVvaGd8c8kKk9ia,323640.0,4.0
Bebel Gilberto,Simplesmente,7Fg2IkcDuHxNmUKS1iqcgK,0.657,0.343,1.0,-11.857,1.0,0.0258,0.567,0.00195,0.185,0.251,106.027,audio_features,spotify:track:7Fg2IkcDuHxNmUKS1iqcgK,https://api.spotify.com/v1/tracks/7Fg2IkcDuHxNmUKS1iqcgK,https://api.spotify.com/v1/audio-analysis/7Fg2IkcDuHxNmUKS1iqcgK,289160.0,4.0
Thievery Corporation,Until the Morning,2x94kf6UCzIEQZ9IxFSscn,0.603,0.433,4.0,-9.673,0.0,0.0473,0.203,0.0653,0.114,0.294,71.986,audio_features,spotify:track:2x94kf6UCzIEQZ9IxFSscn,https://api.spotify.com/v1/tracks/2x94kf6UCzIEQZ9IxFSscn,https://api.spotify.com/v1/audio-analysis/2x94kf6UCzIEQZ9IxFSscn,236986.0,4.0
Amy Winehouse,You Know I'm No Good,13yAMvQOBIuDrWG2pZlAbo,0.698,0.811,11.0,-3.594,0.0,0.03,0.0154,0.0029,0.0617,0.732,102.985,audio_features,spotify:track:13yAMvQOBIuDrWG2pZlAbo,https://api.spotify.com/v1/tracks/13yAMvQOBIuDrWG2pZlAbo,https://api.spotify.com/v1/audio-analysis/13yAMvQOBIuDrWG2pZlAbo,256947.0,4.0
Amy Winehouse,He Can Only Hold Her,6QTjqPIx9cbihtDNIqh52V,0.655,0.83,1.0,-4.311,0.0,0.0603,0.0213,0.00787,0.0584,0.691,98.394,audio_features,spotify:track:6QTjqPIx9cbihtDNIqh52V,https://api.spotify.com/v1/tracks/6QTjqPIx9cbihtDNIqh52V,https://api.spotify.com/v1/audio-analysis/6QTjqPIx9cbihtDNIqh52V,166400.0,4.0
Duffy,Warwick Avenue,5Og47k4AHrotP2QP36p5iO,0.493,0.59,0.0,-5.814,0.0,0.0392,0.339,0.0,0.121,0.502,169.908,audio_features,spotify:track:5Og47k4AHrotP2QP36p5iO,https://api.spotify.com/v1/tracks/5Og47k4AHrotP2QP36p5iO,https://api.spotify.com/v1/audio-analysis/5Og47k4AHrotP2QP36p5iO,226387.0,4.0
Duffy,Stepping Stone,4PzymFzBQcRfYF4c8Ud1HB,0.694,0.523,2.0,-6.407,0.0,0.0254,0.875,0.000172,0.352,0.472,97.985,audio_features,spotify:track:4PzymFzBQcRfYF4c8Ud1HB,https://api.spotify.com/v1/tracks/4PzymFzBQcRfYF4c8Ud1HB,https://api.spotify.com/v1/audio-analysis/4PzymFzBQcRfYF4c8Ud1HB,209453.0,4.0
Caro Emerald,A Night Like This,3ip0KvaAVtlzhXSUI17nkj,0.861,0.662,8.0,-7.611,1.0,0.0438,0.426,0.0,0.105,0.945,122.987,audio_features,spotify:track:3ip0KvaAVtlzhXSUI17nkj,https://api.spotify.com/v1/tracks/3ip0KvaAVtlzhXSUI17nkj,https://api.spotify.com/v1/audio-analysis/3ip0KvaAVtlzhXSUI17nkj,226520.0,4.0
Caro Emerald,Just One Dance,2HSEXxOWGrmkUDa1ftt6iQ,0.777,0.555,8.0,-6.049,0.0,0.0358,0.444,0.0,0.0487,0.757,110.5,audio_features,spotify:track:2HSEXxOWGrmkUDa1ftt6iQ,https://api.spotify.com/v1/tracks/2HSEXxOWGrmkUDa1ftt6iQ,https://api.spotify.com/v1/audio-analysis/2HSEXxOWGrmkUDa1ftt6iQ,240853.0,4.0
Caro Emerald,Riviera Life,6iza5Sr6Izhy0HASufI11P,0.68,0.904,10.0,-6.23,1.0,0.0478,0.466,1.78e-05,0.0748,0.96,81.99,audio_features,spotify:track:6iza5Sr6Izhy0HASufI11P,https://api.spotify.com/v1/tracks/6iza5Sr6Izhy0HASufI11P,https://api.spotify.com/v1/audio-analysis/6iza5Sr6Izhy0HASufI11P,210627.0,4.0
Caro Emerald,Stuck,0RY3gqRLjuJtDh7s6fP7RX,0.916,0.873,8.0,-6.695,1.0,0.0381,0.264,0.00353,0.102,0.982,122.994,audio_features,spotify:track:0RY3gqRLjuJtDh7s6fP7RX,https://api.spotify.com/v1/tracks/0RY3gqRLjuJtDh7s6fP7RX,https://api.spotify.com/v1/audio-analysis/0RY3gqRLjuJtDh7s6fP7RX,275013.0,4.0
Caro Emerald,That Man,04zm16Wb5rUuQzhpC8JsZh,0.742,0.815,8.0,-5.642,0.0,0.13,0.757,0.0032,0.0797,0.884,206.964,audio_features,spotify:track:04zm16Wb5rUuQzhpC8JsZh,https://api.spotify.com/v1/tracks/04zm16Wb5rUuQzhpC8JsZh,https://api.spotify.com/v1/audio-analysis/04zm16Wb5rUuQzhpC8JsZh,232693.0,4.0
Stealers Wheel,Stuck In The Middle With You,08NLAJTO0CBHd2XLHgLxvX,0.786,0.549,7.0,-10.485,1.0,0.0395,0.0851,0.000295,0.106,0.965,124.139,audio_features,spotify:track:08NLAJTO0CBHd2XLHgLxvX,https://api.spotify.com/v1/tracks/08NLAJTO0CBHd2XLHgLxvX,https://api.spotify.com/v1/audio-analysis/08NLAJTO0CBHd2XLHgLxvX,203333.0,4.0
Diana Krall,'S Wonderful,2FGiQcuqgfjPtCF3WAjT3U,0.564,0.335,3.0,-15.393,1.0,0.0285,0.768,0.00775,0.207,0.408,130.683,audio_features,spotify:track:2FGiQcuqgfjPtCF3WAjT3U,https://api.spotify.com/v1/tracks/2FGiQcuqgfjPtCF3WAjT3U,https://api.spotify.com/v1/audio-analysis/2FGiQcuqgfjPtCF3WAjT3U,264560.0,4.0
Otis Redding,These Arms of Mine,1jDd9tXVxIAKF2nTYlrfBg,0.42,0.288,10.0,-12.597,1.0,0.0312,0.817,0.0,0.306,0.699,177.1,audio_features,spotify:track:1jDd9tXVxIAKF2nTYlrfBg,https://api.spotify.com/v1/tracks/1jDd9tXVxIAKF2nTYlrfBg,https://api.spotify.com/v1/audio-analysis/1jDd9tXVxIAKF2nTYlrfBg,154293.0,3.0
Count Basic,Speechless,3H09hP1CKgKbA7SYIgKi02,0.642,0.481,9.0,-12.07,0.0,0.0354,0.264,0.00455,0.0874,0.535,124.094,audio_features,spotify:track:3H09hP1CKgKbA7SYIgKi02,https://api.spotify.com/v1/tracks/3H09hP1CKgKbA7SYIgKi02,https://api.spotify.com/v1/audio-analysis/3H09hP1CKgKbA7SYIgKi02,263973.0,4.0
Dublication,Chillin' With Me - Funky Beach House Mix,6JTt4Q7sNkIbMf3BckhaZ8,0.755,0.667,4.0,-9.313,0.0,0.0482,0.644,0.0266,0.172,0.258,116.011,audio_features,spotify:track:6JTt4Q7sNkIbMf3BckhaZ8,https://api.spotify.com/v1/tracks/6JTt4Q7sNkIbMf3BckhaZ8,https://api.spotify.com/v1/audio-analysis/6JTt4Q7sNkIbMf3BckhaZ8,218778.0,4.0
Groove Armada,Inside My Mind (Blue Skies),0vAxpiyhUGkd4dnPhV0q4P,0.632,0.747,5.0,-11.717,1.0,0.0455,0.00338,0.89,0.265,0.225,163.995,audio_features,spotify:track:0vAxpiyhUGkd4dnPhV0q4P,https://api.spotify.com/v1/tracks/0vAxpiyhUGkd4dnPhV0q4P,https://api.spotify.com/v1/audio-analysis/0vAxpiyhUGkd4dnPhV0q4P,479640.0,4.0
Zero 7,Give It Away,1wiwucQCEeXKVKeL63vVj1,0.552,0.554,6.0,-8.703,1.0,0.027,0.0338,0.594,0.127,0.451,101.319,audio_features,spotify:track:1wiwucQCEeXKVKeL63vVj1,https://api.spotify.com/v1/tracks/1wiwucQCEeXKVKeL63vVj1,https://api.spotify.com/v1/audio-analysis/1wiwucQCEeXKVKeL63vVj1,317400.0,4.0
Zero 7,Swing,0e53M1gFGQZvfDFgcC95MW,0.574,0.579,5.0,-7.806,1.0,0.0274,0.22,3.6e-06,0.0581,0.306,145.922,audio_features,spotify:track:0e53M1gFGQZvfDFgcC95MW,https://api.spotify.com/v1/tracks/0e53M1gFGQZvfDFgcC95MW,https://api.spotify.com/v1/audio-analysis/0e53M1gFGQZvfDFgcC95MW,237600.0,3.0
Zero 7,Pop Art Blue,258Jf6ZYHkb9I8n9FUs82V,0.684,0.459,0.0,-12.289,1.0,0.0518,0.664,0.00022,0.0673,0.548,83.969,audio_features,spotify:track:258Jf6ZYHkb9I8n9FUs82V,https://api.spotify.com/v1/tracks/258Jf6ZYHkb9I8n9FUs82V,https://api.spotify.com/v1/audio-analysis/258Jf6ZYHkb9I8n9FUs82V,263333.0,4.0
Morcheeba,Crimson,2eYYn1t3A29SFhrSPRWMLQ,0.444,0.344,7.0,-10.192,1.0,0.039,0.0799,0.0104,0.106,0.165,64.413,audio_features,spotify:track:2eYYn1t3A29SFhrSPRWMLQ,https://api.spotify.com/v1/tracks/2eYYn1t3A29SFhrSPRWMLQ,https://api.spotify.com/v1/audio-analysis/2eYYn1t3A29SFhrSPRWMLQ,312280.0,3.0
Moloko,Fun For Me,7jnvyv8LA2gHUnp4WS0yuo,0.803,0.791,10.0,-6.879,0.0,0.204,0.35,1.8e-05,0.184,0.661,90.256,audio_features,spotify:track:7jnvyv8LA2gHUnp4WS0yuo,https://api.spotify.com/v1/tracks/7jnvyv8LA2gHUnp4WS0yuo,https://api.spotify.com/v1/audio-analysis/7jnvyv8LA2gHUnp4WS0yuo,227933.0,4.0
Tori Amos,A Sorta Fairytale,4d8EFwexIj2rtX4fIT2l8Q,0.605,0.463,5.0,-9.805,0.0,0.0433,0.683,0.0206,0.091,0.888,153.072,audio_features,spotify:track:4d8EFwexIj2rtX4fIT2l8Q,https://api.spotify.com/v1/tracks/4d8EFwexIj2rtX4fIT2l8Q,https://api.spotify.com/v1/audio-analysis/4d8EFwexIj2rtX4fIT2l8Q,328600.0,4.0
