Artist,Song,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
Jake Owen,Anywhere With You,2yWtLaPCOUDyi7f1lOXCn5,0.475,0.936,5.0,-2.545,1.0,0.0413,0.0418,0.0,0.0873,0.598,151.988,audio_features,spotify:track:2yWtLaPCOUDyi7f1lOXCn5,https://api.spotify.com/v1/tracks/2yWtLaPCOUDyi7f1lOXCn5,https://api.spotify.com/v1/audio-analysis/2yWtLaPCOUDyi7f1lOXCn5,209587.0,4.0
Austin Burke,Whole Lot in Love,5H4YGepZNnPhnOHA9vZSEP,0.791,0.715,7.0,-5.809,1.0,0.0377,0.353,0.0,0.115,0.593,112.027,audio_features,spotify:track:5H4YGepZNnPhnOHA9vZSEP,https://api.spotify.com/v1/tracks/5H4YGepZNnPhnOHA9vZSEP,https://api.spotify.com/v1/audio-analysis/5H4YGepZNnPhnOHA9vZSEP,166787.0,4.0
George Strait,Write This Down,1TanmIWbaUj5NVwJ3k4XPd,0.729,0.688,3.0,-7.468,1.0,0.0264,0.127,9.44e-06,0.295,0.671,123.867,audio_features,spotify:track:1TanmIWbaUj5NVwJ3k4XPd,https://api.spotify.com/v1/tracks/1TanmIWbaUj5NVwJ3k4XPd,https://api.spotify.com/v1/audio-analysis/1TanmIWbaUj5NVwJ3k4XPd,219600.0,4.0
Easton Corbin,All Over The Road,6XD3HMATLswheYevIfKkSi,0.491,0.841,5.0,-3.579,1.0,0.0421,0.0471,0.0,0.0886,0.721,199.851,audio_features,spotify:track:6XD3HMATLswheYevIfKkSi,https://api.spotify.com/v1/tracks/6XD3HMATLswheYevIfKkSi,https://api.spotify.com/v1/audio-analysis/6XD3HMATLswheYevIfKkSi,163067.0,4.0
Blake Shelton,Who Are You When I'm Not Looking,15fZHvjZXoAILTvmt4EXIk,0.412,0.457,4.0,-9.142,1.0,0.0288,0.409,0.0187,0.0978,0.202,74.824,audio_features,spotify:track:15fZHvjZXoAILTvmt4EXIk,https://api.spotify.com/v1/tracks/15fZHvjZXoAILTvmt4EXIk,https://api.spotify.com/v1/audio-analysis/15fZHvjZXoAILTvmt4EXIk,187733.0,4.0
Easton Corbin,Baby Be My Love Song,6WCqjXvMxAN2yP4dzeoyhF,0.488,0.713,0.0,-6.148,1.0,0.0472,0.0569,0.0,0.305,0.483,167.973,audio_features,spotify:track:6WCqjXvMxAN2yP4dzeoyhF,https://api.spotify.com/v1/tracks/6WCqjXvMxAN2yP4dzeoyhF,https://api.spotify.com/v1/audio-analysis/6WCqjXvMxAN2yP4dzeoyhF,199747.0,4.0
Lonestar,My Front Porch Looking In,26bU3evxcKShxn6YB87PL7,0.552,0.808,5.0,-5.569,1.0,0.0444,0.0381,0.0,0.312,0.463,102.87,audio_features,spotify:track:26bU3evxcKShxn6YB87PL7,https://api.spotify.com/v1/tracks/26bU3evxcKShxn6YB87PL7,https://api.spotify.com/v1/audio-analysis/26bU3evxcKShxn6YB87PL7,223933.0,4.0
Drake,Fake Love,6NMNgWgEAzde5M8U3lc6FN,0.924,0.543,9.0,-7.474,0.0,0.298,0.182,0.0,0.103,0.736,133.907,audio_features,spotify:track:6NMNgWgEAzde5M8U3lc6FN,https://api.spotify.com/v1/tracks/6NMNgWgEAzde5M8U3lc6FN,https://api.spotify.com/v1/audio-analysis/6NMNgWgEAzde5M8U3lc6FN,207813.0,4.0
Travis Scott,Antidote,1wHZx0LgzFHyeIZkUydNXq,0.713,0.526,1.0,-5.046,1.0,0.032,0.00767,0.000148,0.124,0.131,131.05,audio_features,spotify:track:1wHZx0LgzFHyeIZkUydNXq,https://api.spotify.com/v1/tracks/1wHZx0LgzFHyeIZkUydNXq,https://api.spotify.com/v1/audio-analysis/1wHZx0LgzFHyeIZkUydNXq,262693.0,4.0
Post Malone,I Fall Apart,2mdxJLJHzFmiiYdTZ8JcyH,0.565,0.55,8.0,-5.357,0.0,0.0397,0.0782,0.0,0.196,0.302,143.927,audio_features,spotify:track:2mdxJLJHzFmiiYdTZ8JcyH,https://api.spotify.com/v1/tracks/2mdxJLJHzFmiiYdTZ8JcyH,https://api.spotify.com/v1/audio-analysis/2mdxJLJHzFmiiYdTZ8JcyH,223347.0,4.0
R. Kelly,The World's Greatest - Radio Edit,0YQqCbb5UqFm4H2G4J2xCI,0.661,0.544,11.0,-7.034,0.0,0.0292,0.368,0.0,0.0739,0.76,96.192,audio_features,spotify:track:0YQqCbb5UqFm4H2G4J2xCI,https://api.spotify.com/v1/tracks/0YQqCbb5UqFm4H2G4J2xCI,https://api.spotify.com/v1/audio-analysis/0YQqCbb5UqFm4H2G4J2xCI,234733.0,4.0
Big Sean,Bounce Back,0SGkqnVQo9KPytSri1H6cF,0.78,0.575,1.0,-5.628,0.0,0.139,0.106,0.0,0.129,0.273,81.502,audio_features,spotify:track:0SGkqnVQo9KPytSri1H6cF,https://api.spotify.com/v1/tracks/0SGkqnVQo9KPytSri1H6cF,https://api.spotify.com/v1/audio-analysis/0SGkqnVQo9KPytSri1H6cF,222360.0,4.0
Imagine Dragons,Believer,0CcQNd8CINkwQfe1RDtGV6,0.779,0.787,10.0,-4.305,0.0,0.108,0.0524,0.0,0.14,0.708,124.982,audio_features,spotify:track:0CcQNd8CINkwQfe1RDtGV6,https://api.spotify.com/v1/tracks/0CcQNd8CINkwQfe1RDtGV6,https://api.spotify.com/v1/audio-analysis/0CcQNd8CINkwQfe1RDtGV6,204347.0,4.0
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),4YMqbFcDIFiCBd02PzUBcM,0.781,0.526,6.0,-6.985,0.0,0.293,0.0619,0.0,0.0457,0.662,94.992,audio_features,spotify:track:4YMqbFcDIFiCBd02PzUBcM,https://api.spotify.com/v1/tracks/4YMqbFcDIFiCBd02PzUBcM,https://api.spotify.com/v1/audio-analysis/4YMqbFcDIFiCBd02PzUBcM,235613.0,4.0
Zedd,The Middle,09IStsImFySgyp0pIQdqAc,0.753,0.657,7.0,-3.061,1.0,0.0449,0.171,0.0,0.112,0.437,107.01,audio_features,spotify:track:09IStsImFySgyp0pIQdqAc,https://api.spotify.com/v1/tracks/09IStsImFySgyp0pIQdqAc,https://api.spotify.com/v1/audio-analysis/09IStsImFySgyp0pIQdqAc,184732.0,4.0
Post Malone,Psycho (feat. Ty Dolla $ign),7wrDRQgHlvDnimrRHfQZxt,0.748,0.546,8.0,-8.134,1.0,0.106,0.59,0.0,0.112,0.413,140.005,audio_features,spotify:track:7wrDRQgHlvDnimrRHfQZxt,https://api.spotify.com/v1/tracks/7wrDRQgHlvDnimrRHfQZxt,https://api.spotify.com/v1/audio-analysis/7wrDRQgHlvDnimrRHfQZxt,220880.0,4.0
Marshmello,FRIENDS,08bNPGLD8AhKpnnERrAc6G,0.626,0.88,9.0,-2.384,0.0,0.0504,0.205,0.0,0.128,0.534,95.079,audio_features,spotify:track:08bNPGLD8AhKpnnERrAc6G,https://api.spotify.com/v1/tracks/08bNPGLD8AhKpnnERrAc6G,https://api.spotify.com/v1/audio-analysis/08bNPGLD8AhKpnnERrAc6G,202621.0,4.0
Justin Timberlake,Say Something (feat. Chris Stapleton),1LhMopPAallLeaeNutqbgS,0.707,0.632,10.0,-7.031,1.0,0.0789,0.103,1.09e-05,0.0841,0.372,97.04,audio_features,spotify:track:1LhMopPAallLeaeNutqbgS,https://api.spotify.com/v1/tracks/1LhMopPAallLeaeNutqbgS,https://api.spotify.com/v1/audio-analysis/1LhMopPAallLeaeNutqbgS,278893.0,4.0
Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",5bcTCxgc7xVfSaMV3RuVke,0.893,0.745,11.0,-3.105,0.0,0.0571,0.0642,0.0,0.0943,0.872,101.018,audio_features,spotify:track:5bcTCxgc7xVfSaMV3RuVke,https://api.spotify.com/v1/tracks/5bcTCxgc7xVfSaMV3RuVke,https://api.spotify.com/v1/audio-analysis/5bcTCxgc7xVfSaMV3RuVke,223413.0,4.0
Drake,Nice For What,1cTZMwcBJT0Ka3UJPXOeeN,0.567,0.913,8.0,-6.471,1.0,0.0736,0.0934,0.000124,0.114,0.792,93.35,audio_features,spotify:track:1cTZMwcBJT0Ka3UJPXOeeN,https://api.spotify.com/v1/tracks/1cTZMwcBJT0Ka3UJPXOeeN,https://api.spotify.com/v1/audio-analysis/1cTZMwcBJT0Ka3UJPXOeeN,210926.0,4.0
Drake,Passionfruit,5mCPDVBb16L4XQwDdbRUpz,0.809,0.463,11.0,-11.377,1.0,0.0396,0.256,0.085,0.109,0.364,111.98,audio_features,spotify:track:5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/tracks/5mCPDVBb16L4XQwDdbRUpz,https://api.spotify.com/v1/audio-analysis/5mCPDVBb16L4XQwDdbRUpz,298941.0,4.0
Khalid,Love Lies (with Normani),45Egmo7icyopuzJN0oMEdk,0.708,0.648,6.0,-5.626,1.0,0.0449,0.0956,0.0,0.134,0.338,143.955,audio_features,spotify:track:45Egmo7icyopuzJN0oMEdk,https://api.spotify.com/v1/tracks/45Egmo7icyopuzJN0oMEdk,https://api.spotify.com/v1/audio-analysis/45Egmo7icyopuzJN0oMEdk,201707.0,4.0
MercyMe,I Can Only Imagine,0lVYRIVjK77Z6uG2GgM8Kl,0.407,0.612,4.0,-5.359,1.0,0.0496,0.0909,0.0,0.0914,0.133,159.527,audio_features,spotify:track:0lVYRIVjK77Z6uG2GgM8Kl,https://api.spotify.com/v1/tracks/0lVYRIVjK77Z6uG2GgM8Kl,https://api.spotify.com/v1/audio-analysis/0lVYRIVjK77Z6uG2GgM8Kl,248253.0,4.0
MercyMe,Dear Younger Me,4ZpmGpw5L8kG0VNr3Zhgji,0.618,0.906,7.0,-4.81,1.0,0.0862,0.0959,1.93e-05,0.508,0.631,99.014,audio_features,spotify:track:4ZpmGpw5L8kG0VNr3Zhgji,https://api.spotify.com/v1/tracks/4ZpmGpw5L8kG0VNr3Zhgji,https://api.spotify.com/v1/audio-analysis/4ZpmGpw5L8kG0VNr3Zhgji,206587.0,4.0
MercyMe,Even If,787cootcZRw5Xr47Of97AN,0.335,0.582,5.0,-5.09,1.0,0.0375,0.379,2.67e-05,0.0954,0.151,110.522,audio_features,spotify:track:787cootcZRw5Xr47Of97AN,https://api.spotify.com/v1/tracks/787cootcZRw5Xr47Of97AN,https://api.spotify.com/v1/audio-analysis/787cootcZRw5Xr47Of97AN,255160.0,4.0
MercyMe,Greater,6eFGvG8mkvZJjhPx9wMZGc,0.625,0.934,2.0,-3.833,1.0,0.037,0.0194,0.0,0.0903,0.591,116.011,audio_features,spotify:track:6eFGvG8mkvZJjhPx9wMZGc,https://api.spotify.com/v1/tracks/6eFGvG8mkvZJjhPx9wMZGc,https://api.spotify.com/v1/audio-analysis/6eFGvG8mkvZJjhPx9wMZGc,247040.0,4.0
MercyMe,Flawless,6wa4KnRz7LjGeMkpIa1mAI,0.499,0.814,9.0,-2.543,1.0,0.0293,0.208,0.0,0.0777,0.509,102.014,audio_features,spotify:track:6wa4KnRz7LjGeMkpIa1mAI,https://api.spotify.com/v1/tracks/6wa4KnRz7LjGeMkpIa1mAI,https://api.spotify.com/v1/audio-analysis/6wa4KnRz7LjGeMkpIa1mAI,255640.0,4.0
MercyMe,Word of God Speak,6FVg2subR7uoD80BmTOsdR,0.306,0.304,0.0,-8.178,1.0,0.0288,0.834,0.0,0.154,0.277,139.32,audio_features,spotify:track:6FVg2subR7uoD80BmTOsdR,https://api.spotify.com/v1/tracks/6FVg2subR7uoD80BmTOsdR,https://api.spotify.com/v1/audio-analysis/6FVg2subR7uoD80BmTOsdR,187573.0,4.0
MercyMe,Grace Got You,72Hr8XLZckFo1Gie68XoMf,0.61,0.831,11.0,-3.422,0.0,0.0307,0.122,0.0,0.105,0.724,87.001,audio_features,spotify:track:72Hr8XLZckFo1Gie68XoMf,https://api.spotify.com/v1/tracks/72Hr8XLZckFo1Gie68XoMf,https://api.spotify.com/v1/audio-analysis/72Hr8XLZckFo1Gie68XoMf,215133.0,4.0
Casting Crowns,Just Be Held,5t35FJYwzRt9MG3ae2O41L,0.5,0.658,0.0,-6.399,1.0,0.0345,0.623,0.0,0.159,0.27,76.088,audio_features,spotify:track:5t35FJYwzRt9MG3ae2O41L,https://api.spotify.com/v1/tracks/5t35FJYwzRt9MG3ae2O41L,https://api.spotify.com/v1/audio-analysis/5t35FJYwzRt9MG3ae2O41L,221080.0,4.0
Casting Crowns,Who Am I,5VUQsLff8A3ruAyCdTxqzg,0.545,0.472,11.0,-7.552,1.0,0.0279,0.434,0.0,0.0684,0.193,134.027,audio_features,spotify:track:5VUQsLff8A3ruAyCdTxqzg,https://api.spotify.com/v1/tracks/5VUQsLff8A3ruAyCdTxqzg,https://api.spotify.com/v1/audio-analysis/5VUQsLff8A3ruAyCdTxqzg,335907.0,4.0
Francesca Battistelli,He Knows My Name,2lrHKMXyu8LTLxMorzJkTQ,0.5,0.836,6.0,-6.165,1.0,0.0454,0.00107,4.03e-05,0.197,0.41,90.011,audio_features,spotify:track:2lrHKMXyu8LTLxMorzJkTQ,https://api.spotify.com/v1/tracks/2lrHKMXyu8LTLxMorzJkTQ,https://api.spotify.com/v1/audio-analysis/2lrHKMXyu8LTLxMorzJkTQ,207173.0,4.0
for KING & COUNTRY,Fix My Eyes,4bsTxjwSbTZ3XdnWRDm9qb,0.587,0.739,0.0,-5.762,1.0,0.0365,0.0539,2.08e-06,0.049,0.549,100.005,audio_features,spotify:track:4bsTxjwSbTZ3XdnWRDm9qb,https://api.spotify.com/v1/tracks/4bsTxjwSbTZ3XdnWRDm9qb,https://api.spotify.com/v1/audio-analysis/4bsTxjwSbTZ3XdnWRDm9qb,215933.0,4.0
Big Daddy Weave,Redeemed,0DIbGueNGriAztCTKEy22Y,0.329,0.509,11.0,-6.607,1.0,0.0333,0.374,0.0,0.12,0.227,127.119,audio_features,spotify:track:0DIbGueNGriAztCTKEy22Y,https://api.spotify.com/v1/tracks/0DIbGueNGriAztCTKEy22Y,https://api.spotify.com/v1/audio-analysis/0DIbGueNGriAztCTKEy22Y,276187.0,3.0
Chris Tomlin,Good Good Father,2tMjhETPLkWILXN3NnmDt3,0.436,0.6,9.0,-4.4,1.0,0.0273,0.291,0.0,0.0996,0.181,145.004,audio_features,spotify:track:2tMjhETPLkWILXN3NnmDt3,https://api.spotify.com/v1/tracks/2tMjhETPLkWILXN3NnmDt3,https://api.spotify.com/v1/audio-analysis/2tMjhETPLkWILXN3NnmDt3,297147.0,3.0
Casting Crowns,Oh My Soul,3s0h3pyKFrS3XX6ZLBPx6s,0.331,0.427,3.0,-7.431,1.0,0.0302,0.498,0.0,0.108,0.141,157.938,audio_features,spotify:track:3s0h3pyKFrS3XX6ZLBPx6s,https://api.spotify.com/v1/tracks/3s0h3pyKFrS3XX6ZLBPx6s,https://api.spotify.com/v1/audio-analysis/3s0h3pyKFrS3XX6ZLBPx6s,255173.0,3.0
Casting Crowns,Voice of Truth,4G29gmjS7Z2nEFeM7FA6wx,0.511,0.64,5.0,-7.161,1.0,0.0276,0.0917,0.0,0.246,0.224,81.977,audio_features,spotify:track:4G29gmjS7Z2nEFeM7FA6wx,https://api.spotify.com/v1/tracks/4G29gmjS7Z2nEFeM7FA6wx,https://api.spotify.com/v1/audio-analysis/4G29gmjS7Z2nEFeM7FA6wx,323867.0,4.0
Casting Crowns,Praise You In This Storm,4Zyf0pjpdBBIfp4oax9PG5,0.37,0.653,6.0,-6.819,1.0,0.0263,0.011,1.05e-05,0.115,0.346,164.152,audio_features,spotify:track:4Zyf0pjpdBBIfp4oax9PG5,https://api.spotify.com/v1/tracks/4Zyf0pjpdBBIfp4oax9PG5,https://api.spotify.com/v1/audio-analysis/4Zyf0pjpdBBIfp4oax9PG5,297640.0,4.0
Casting Crowns,Glorious Day (Living He Loved Me),0co8dS1eYzTanYw3N5BEvM,0.522,0.592,11.0,-4.287,1.0,0.0255,0.0589,0.0,0.11,0.393,79.026,audio_features,spotify:track:0co8dS1eYzTanYw3N5BEvM,https://api.spotify.com/v1/tracks/0co8dS1eYzTanYw3N5BEvM,https://api.spotify.com/v1/audio-analysis/0co8dS1eYzTanYw3N5BEvM,280880.0,4.0
Casting Crowns,Thrive,08shoW0qPqgMDnNQppWAQj,0.641,0.633,6.0,-7.295,1.0,0.0271,0.104,0.0,0.262,0.279,114.993,audio_features,spotify:track:08shoW0qPqgMDnNQppWAQj,https://api.spotify.com/v1/tracks/08shoW0qPqgMDnNQppWAQj,https://api.spotify.com/v1/audio-analysis/08shoW0qPqgMDnNQppWAQj,305333.0,4.0
Casting Crowns,God of All My Days,2zqbu8PfKMlNHKBXUvLvWi,0.576,0.413,11.0,-7.935,1.0,0.0279,0.691,0.0,0.098,0.252,139.956,audio_features,spotify:track:2zqbu8PfKMlNHKBXUvLvWi,https://api.spotify.com/v1/tracks/2zqbu8PfKMlNHKBXUvLvWi,https://api.spotify.com/v1/audio-analysis/2zqbu8PfKMlNHKBXUvLvWi,301173.0,4.0
Casting Crowns,When the God-man Passes By,7h3MFqQ6AZRQxc0FPpLmXx,0.619,0.701,6.0,-6.933,1.0,0.0403,0.00996,0.0,0.293,0.147,132.015,audio_features,spotify:track:7h3MFqQ6AZRQxc0FPpLmXx,https://api.spotify.com/v1/tracks/7h3MFqQ6AZRQxc0FPpLmXx,https://api.spotify.com/v1/audio-analysis/7h3MFqQ6AZRQxc0FPpLmXx,273133.0,4.0
Casting Crowns,All You've Ever Wanted,5lSVszuv0PGnfvh2HTWq1k,0.522,0.857,9.0,-6.511,1.0,0.0384,0.195,0.0,0.204,0.601,157.878,audio_features,spotify:track:5lSVszuv0PGnfvh2HTWq1k,https://api.spotify.com/v1/tracks/5lSVszuv0PGnfvh2HTWq1k,https://api.spotify.com/v1/audio-analysis/5lSVszuv0PGnfvh2HTWq1k,241747.0,4.0
Casting Crowns,House of Their Dreams,4gmjQVNqjqyBKNEhzUUTUL,0.446,0.0836,2.0,-14.143,1.0,0.0556,0.885,0.0,0.112,0.343,145.505,audio_features,spotify:track:4gmjQVNqjqyBKNEhzUUTUL,https://api.spotify.com/v1/tracks/4gmjQVNqjqyBKNEhzUUTUL,https://api.spotify.com/v1/audio-analysis/4gmjQVNqjqyBKNEhzUUTUL,260867.0,4.0
Casting Crowns,City On The Hill,2oEy4YPNn1h6ZQRpcIFk6Q,0.553,0.545,5.0,-7.991,1.0,0.0279,0.291,0.0,0.136,0.333,135.88,audio_features,spotify:track:2oEy4YPNn1h6ZQRpcIFk6Q,https://api.spotify.com/v1/tracks/2oEy4YPNn1h6ZQRpcIFk6Q,https://api.spotify.com/v1/audio-analysis/2oEy4YPNn1h6ZQRpcIFk6Q,249600.0,4.0
Casting Crowns,Courageous,28Bao9cmaIMsqxragOM8ba,0.425,0.862,9.0,-3.996,1.0,0.0659,0.0553,0.0,0.221,0.459,164.044,audio_features,spotify:track:28Bao9cmaIMsqxragOM8ba,https://api.spotify.com/v1/tracks/28Bao9cmaIMsqxragOM8ba,https://api.spotify.com/v1/audio-analysis/28Bao9cmaIMsqxragOM8ba,239973.0,4.0
Casting Crowns,Mercy,1TZ6JA8zODCeljlpxA10LT,0.441,0.572,0.0,-6.058,0.0,0.0306,0.375,2.55e-06,0.125,0.117,76.026,audio_features,spotify:track:1TZ6JA8zODCeljlpxA10LT,https://api.spotify.com/v1/tracks/1TZ6JA8zODCeljlpxA10LT,https://api.spotify.com/v1/audio-analysis/1TZ6JA8zODCeljlpxA10LT,296427.0,4.0
Casting Crowns,Blessed Redeemer,2AD1iPNwsV3Th0QI2Va4jb,0.464,0.306,7.0,-8.795,1.0,0.0272,0.773,0.0,0.0741,0.182,78.125,audio_features,spotify:track:2AD1iPNwsV3Th0QI2Va4jb,https://api.spotify.com/v1/tracks/2AD1iPNwsV3Th0QI2Va4jb,https://api.spotify.com/v1/audio-analysis/2AD1iPNwsV3Th0QI2Va4jb,248547.0,4.0
Aaron Shust,My Savior My God,1syFMBjjRvL3uReOM8yWEb,0.563,0.467,2.0,-6.087,1.0,0.0241,0.0229,0.0,0.0945,0.241,77.982,audio_features,spotify:track:1syFMBjjRvL3uReOM8yWEb,https://api.spotify.com/v1/tracks/1syFMBjjRvL3uReOM8yWEb,https://api.spotify.com/v1/audio-analysis/1syFMBjjRvL3uReOM8yWEb,291987.0,4.0
Aaron Shust,Ever Be,0P8ANiSwsjYPx3zrmgN2Pv,0.458,0.739,9.0,-4.77,1.0,0.0469,0.00873,0.0,0.131,0.409,144.023,audio_features,spotify:track:0P8ANiSwsjYPx3zrmgN2Pv,https://api.spotify.com/v1/tracks/0P8ANiSwsjYPx3zrmgN2Pv,https://api.spotify.com/v1/audio-analysis/0P8ANiSwsjYPx3zrmgN2Pv,230093.0,4.0
Aaron Shust,My Hope Is In You,5m0IsXTsXWxSbdltKmsKlI,0.44,0.874,2.0,-3.749,1.0,0.048,0.0236,0.0,0.289,0.38,149.998,audio_features,spotify:track:5m0IsXTsXWxSbdltKmsKlI,https://api.spotify.com/v1/tracks/5m0IsXTsXWxSbdltKmsKlI,https://api.spotify.com/v1/audio-analysis/5m0IsXTsXWxSbdltKmsKlI,254453.0,4.0
Aaron Shust,No One Higher,1nt3853bEskHySwKBClMrn,0.427,0.706,0.0,-5.706,1.0,0.0318,0.0622,0.0,0.107,0.295,143.963,audio_features,spotify:track:1nt3853bEskHySwKBClMrn,https://api.spotify.com/v1/tracks/1nt3853bEskHySwKBClMrn,https://api.spotify.com/v1/audio-analysis/1nt3853bEskHySwKBClMrn,271027.0,4.0
Big Daddy Weave,The Lion and the Lamb,2FJYXPlTmFPAjTwPS1bMnw,0.367,0.739,11.0,-7.987,1.0,0.0411,0.103,0.0,0.0912,0.328,175.877,audio_features,spotify:track:2FJYXPlTmFPAjTwPS1bMnw,https://api.spotify.com/v1/tracks/2FJYXPlTmFPAjTwPS1bMnw,https://api.spotify.com/v1/audio-analysis/2FJYXPlTmFPAjTwPS1bMnw,306253.0,4.0
Big Daddy Weave,Redeemed,7zuwaenG5AF0vG7o7kMduX,0.329,0.509,11.0,-6.607,1.0,0.0333,0.374,0.0,0.12,0.227,127.119,audio_features,spotify:track:7zuwaenG5AF0vG7o7kMduX,https://api.spotify.com/v1/tracks/7zuwaenG5AF0vG7o7kMduX,https://api.spotify.com/v1/audio-analysis/7zuwaenG5AF0vG7o7kMduX,276187.0,3.0
Big Daddy Weave,Jesus I Believe,3HRfH5dCEmrc4kquT51XgE,0.24,0.363,0.0,-7.713,1.0,0.0344,0.483,0.0,0.143,0.438,161.719,audio_features,spotify:track:3HRfH5dCEmrc4kquT51XgE,https://api.spotify.com/v1/tracks/3HRfH5dCEmrc4kquT51XgE,https://api.spotify.com/v1/audio-analysis/3HRfH5dCEmrc4kquT51XgE,277880.0,4.0
Big Daddy Weave,What Life Would Be Like,71Mwr0v0cPykFBBpnYiSED,0.416,0.768,4.0,-6.297,1.0,0.0377,0.0587,0.0,0.109,0.415,153.142,audio_features,spotify:track:71Mwr0v0cPykFBBpnYiSED,https://api.spotify.com/v1/tracks/71Mwr0v0cPykFBBpnYiSED,https://api.spotify.com/v1/audio-analysis/71Mwr0v0cPykFBBpnYiSED,245280.0,4.0
Jeremy Camp,Word Of Life,4evZUjbXPrzooKfpEBYWnw,0.546,0.777,7.0,-5.842,1.0,0.0671,0.0343,0.0,0.0829,0.541,102.068,audio_features,spotify:track:4evZUjbXPrzooKfpEBYWnw,https://api.spotify.com/v1/tracks/4evZUjbXPrzooKfpEBYWnw,https://api.spotify.com/v1/audio-analysis/4evZUjbXPrzooKfpEBYWnw,189200.0,4.0
Jeremy Camp,Christ In Me,04ZzbJOLBEhaf8PVQuH96u,0.492,0.873,0.0,-3.193,1.0,0.0392,0.0104,0.0,0.0895,0.229,91.078,audio_features,spotify:track:04ZzbJOLBEhaf8PVQuH96u,https://api.spotify.com/v1/tracks/04ZzbJOLBEhaf8PVQuH96u,https://api.spotify.com/v1/audio-analysis/04ZzbJOLBEhaf8PVQuH96u,211600.0,4.0
Jeremy Camp,We Must Remember,54oGM8NoKmtYvyMtvYicCc,0.547,0.614,4.0,-6.656,1.0,0.0283,0.0913,1.13e-05,0.213,0.261,100.013,audio_features,spotify:track:54oGM8NoKmtYvyMtvYicCc,https://api.spotify.com/v1/tracks/54oGM8NoKmtYvyMtvYicCc,https://api.spotify.com/v1/audio-analysis/54oGM8NoKmtYvyMtvYicCc,243404.0,4.0
Jeremy Camp,The Way You Love Me,2ylFkyB3bhrxtvZFAVlYFk,0.454,0.862,3.0,-4.475,1.0,0.0515,0.0016,0.0,0.0631,0.492,147.98,audio_features,spotify:track:2ylFkyB3bhrxtvZFAVlYFk,https://api.spotify.com/v1/tracks/2ylFkyB3bhrxtvZFAVlYFk,https://api.spotify.com/v1/audio-analysis/2ylFkyB3bhrxtvZFAVlYFk,222962.0,4.0
Jeremy Camp,Same Power,7AlFRA7zpc30NM8LO3ZcE4,0.424,0.714,7.0,-4.433,1.0,0.0352,0.013,0.0,0.0925,0.337,171.965,audio_features,spotify:track:7AlFRA7zpc30NM8LO3ZcE4,https://api.spotify.com/v1/tracks/7AlFRA7zpc30NM8LO3ZcE4,https://api.spotify.com/v1/audio-analysis/7AlFRA7zpc30NM8LO3ZcE4,277280.0,4.0
Jeremy Camp,Breaking My Fall,0r940DwlNLYHg6Lg3fmyOA,0.492,0.748,9.0,-4.155,1.0,0.034,0.203,0.0,0.104,0.512,147.023,audio_features,spotify:track:0r940DwlNLYHg6Lg3fmyOA,https://api.spotify.com/v1/tracks/0r940DwlNLYHg6Lg3fmyOA,https://api.spotify.com/v1/audio-analysis/0r940DwlNLYHg6Lg3fmyOA,223813.0,4.0
Jeremy Camp,The Answer,3oQdYW98bDqwzdlIqDeHvh,0.538,0.605,8.0,-5.95,1.0,0.0241,0.345,0.0,0.136,0.511,80.979,audio_features,spotify:track:3oQdYW98bDqwzdlIqDeHvh,https://api.spotify.com/v1/tracks/3oQdYW98bDqwzdlIqDeHvh,https://api.spotify.com/v1/audio-analysis/3oQdYW98bDqwzdlIqDeHvh,188640.0,4.0
Jeremy Camp,There Will Be A Day,2B503tiZmBFv9b8VomUHFK,0.345,0.667,6.0,-5.705,1.0,0.0385,0.109,0.0,0.103,0.208,77.291,audio_features,spotify:track:2B503tiZmBFv9b8VomUHFK,https://api.spotify.com/v1/tracks/2B503tiZmBFv9b8VomUHFK,https://api.spotify.com/v1/audio-analysis/2B503tiZmBFv9b8VomUHFK,279440.0,4.0
Casting Crowns,East To West,1wV6lCsV2PCeVZlyGTkVPt,0.454,0.511,6.0,-6.124,0.0,0.0275,0.166,0.0,0.122,0.327,72.984,audio_features,spotify:track:1wV6lCsV2PCeVZlyGTkVPt,https://api.spotify.com/v1/tracks/1wV6lCsV2PCeVZlyGTkVPt,https://api.spotify.com/v1/audio-analysis/1wV6lCsV2PCeVZlyGTkVPt,266107.0,4.0
Jeremy Camp,Overcome,1xBIgVOzLS8zbi4vcFSqMK,0.224,0.493,9.0,-7.499,1.0,0.0318,0.528,0.0,0.0782,0.0739,142.918,audio_features,spotify:track:1xBIgVOzLS8zbi4vcFSqMK,https://api.spotify.com/v1/tracks/1xBIgVOzLS8zbi4vcFSqMK,https://api.spotify.com/v1/audio-analysis/1xBIgVOzLS8zbi4vcFSqMK,483560.0,3.0
